Año,Mes,Departamento,Producto General,Descripcion Partida 4 Digitos,Partida,Descripcion Partida10 Digitos,Exportaciones en valor (Miles USD FOB),Exportaciones en volumen (toneladas)
2022,Septiembre,Bogotá,Azúcar,"1701-Azúcar de caña o de remolacha y sacarosa químicamente pura, en estado sólido.",1701140000,"Los demás azúcares en bruto de caña, sin adición de aromatizante ni colororante, en estado sólido.",0,0
2022,Septiembre,Bogotá,Azúcar,"1701-Azúcar de caña o de remolacha y sacarosa químicamente pura, en estado sólido.",1701999000,"Los demás azúcares de caña o de remolacha y sacarosa químicamente pura, en estado sólido.",1,0
2022,Septiembre,Bogotá,Azúcar,"1702-Los demás azúcares, incluidas la lactosa, maltosa, glucosa y fructosa (levulosa).",1702902000,Azúcar y melaza caramelizados.,0,0
2022,Septiembre,Bogotá,Azúcar,"1702-Los demás azúcares, incluidas la lactosa, maltosa, glucosa y fructosa (levulosa).",1702909000,"Los demás azúcares y los demás jarabes, incluido el azúcar invertido.",0,0
2022,Septiembre,Bogotá,Azúcar,1703-Melaza procedente de la extracción o del refinado del azúcar.,1703100000,Melaza de caña.,31,22
2022,Septiembre,Bogotá,Bananos o plátanos,"0803-Bananas o plátanos, frescos o secos.",803101000,"""PLATANOS """"PLANTAINS"""" FRESCOS.""",3,3
2022,Septiembre,Bogotá,Bananos o plátanos,"0803-Bananas o plátanos, frescos o secos.",803102000,"""PLATANOS """"PLANTAINS"""" SECOS.""",59,10
2022,Septiembre,Bogotá,Bananos o plátanos,"0803-Bananas o plátanos, frescos o secos.",803901100,"""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2,0
2022,Septiembre,Bogotá,Bananos o plátanos,"0803-Bananas o plátanos, frescos o secos.",803901200,"Bananas bocadillo (manzanito, orito) (Musa acuminata), frescas",25,8
2022,Septiembre,Bogotá,"Bombones, caramelos, confites y pastillas",1704-Artículos de confitería sin cacao (incluido el chocolate blanco).,1704901000,"Bombones, caramelos, confites y pastillas.",343,88
2022,Septiembre,Bogotá,"Bombones, caramelos, confites y pastillas",1704-Artículos de confitería sin cacao (incluido el chocolate blanco).,1704909000,Los demás artículos de confitería sin cacao (incluido el chocolate blanco).,1359,111
2022,Septiembre,Bogotá,Caballos,"0101-Caballos, asnos, mulos y burdéganos, vivos.",101210000,"Caballos reproductores de raza pura, vivos",3,0
2022,Septiembre,Bogotá,Caballos,"0101-Caballos, asnos, mulos y burdéganos, vivos.",101299000,"Los demás caballos, vivos.",10,1
2022,Septiembre,Bogotá,Cacao,"1801-CACAO EN GRANO, ENTERO O PARTIDO, CRUDO O TOSTADO.",1801001900,"Los demás cacaos crudos en grano, entero o partido.",91,35
2022,Septiembre,Bogotá,Cacao,"1801-CACAO EN GRANO, ENTERO O PARTIDO, CRUDO O TOSTADO.",1801002000,"Cacao tostado en grano, entero o partido.",19,3
2022,Septiembre,Bogotá,Cacao,"1802-Cáscara, películas y demás residuos de cacao.",1802000000,"Cáscara, películas y demás residuos de cacao.",17,25
2022,Septiembre,Bogotá,Cacao,"1803-Pasta de cacao, incluso desgrasada.",1803100000,Pasta de cacao sin desgrasar.,688,168
2022,Septiembre,Bogotá,Cacao,"1804-Manteca, grasa y aceite de cacao.",1804001100,"Manteca de cacao, con un índice de acidez expresado en ácido oleico inferior o igual a 1%.",67,20
2022,Septiembre,Bogotá,Cacao,"1804-Manteca, grasa y aceite de cacao.",1804001200,"Manteca de cacao, con un índice de acidez expresado en ácido oleico superior a 1% pero
inferior o igual a 1.65%.",748,131
2022,Septiembre,Bogotá,Cacao,1805-Cacao en polvo sin adición de azúcar ni otro edulcorante.,1805000000,Cacao en polvo sin adición de azúcar ni otro edulcorante.,195,44
2022,Septiembre,Bogotá,Cacao,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806100000,Cacao en polvo con adición de azúcar u otro edulcorante.,35,6
2022,Septiembre,Bogotá,Cacao,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806209000,"Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.",930,202
2022,Septiembre,Bogotá,Café,"0901-Café, incluso tostado descafeinado; cáscara y cascarilla de café; sucedáneos del café.",901111000,"Café sin tostar, sin descafeinar, para la siembra.",150,14
2022,Septiembre,Bogotá,Café,"0901-Café, incluso tostado descafeinado; cáscara y cascarilla de café; sucedáneos del café.",901119000,"Los demás cafés sin tostar, sin descafeinar.",62284,9590
2022,Septiembre,Bogotá,Café,"0901-Café, incluso tostado descafeinado; cáscara y cascarilla de café; sucedáneos del café.",901120000,"Café sin tostar, descafeinado.",161,22
2022,Septiembre,Bogotá,Café,"0901-Café, incluso tostado descafeinado; cáscara y cascarilla de café; sucedáneos del café.",901211000,"Café tostado, sin descafeinar, en grano.",84,6
2022,Septiembre,Bogotá,Café,"0901-Café, incluso tostado descafeinado; cáscara y cascarilla de café; sucedáneos del café.",901212000,"Café tostado, sin descafeinar, molido.",57,3
2022,Septiembre,Bogotá,Café,"0901-Café, incluso tostado descafeinado; cáscara y cascarilla de café; sucedáneos del café.",901900000,Cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción.,2,0
2022,Septiembre,Bogotá,Camélidos suramericanos.,0106-Los demás animales vivos.,106131900,"Los demás camélidos Sudamericanos, vivos",0,0
2022,Septiembre,Bogotá,Carne de bovinos,"0201-Carne de animales de la especie bovina, fresca o refrigerada.",201300010,"Cortes finos de carne de animales de la especie bovina, deshuesada, fresca o refrigerada.",25,5
2022,Septiembre,Bogotá,Carne de bovinos,"0201-Carne de animales de la especie bovina, fresca o refrigerada.",201300093,Los demas cortes de cuartos delanteros de la especie bovina frescos o refrigerados deshuesados.,141,26
2022,Septiembre,Bogotá,Carne de bovinos,"0201-Carne de animales de la especie bovina, fresca o refrigerada.",201300094,"Carne de animales de la especie bovina, fresca o refrigerada.",128,24
2022,Septiembre,Bogotá,Carne y despojos comestibles de bovinos,"0206-Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar.",206100000,"Despojos comestibles de animales de la especie bovina, frescos o refrigerados.",220,28
2022,Septiembre,Bogotá,Cebollas,"0703-Cebollas, chalotes, ajos, puerros, y demás hortalizas (incluso silvestres) aliáceas.",703100010,Cebollas de bulbo rojo (cabezona roja) (allium cepa L)frescos o refrigerados,9,2
2022,Septiembre,Bogotá,Cebollas,"0703-Cebollas, chalotes, ajos, puerros, y demás hortalizas (incluso silvestres) aliáceas.",703100020,Cebollas de bulbo blanco (cabezona blanca) (allium cepa L)frescos o refrigerados,0,0
2022,Septiembre,Bogotá,Cebollas,"0703-Cebollas, chalotes, ajos, puerros, y demás hortalizas (incluso silvestres) aliáceas.",703100090,"Cebollas, chalotes, ajos, puerros, y demás hortalizas (incluso silvestres) aliáceas, frescos o",66,11
2022,Septiembre,Bogotá,Cerezas,"0812-Frutas y otros frutos,  conservados provisionalmente (por ejemplo; con gas sulfuroso o con agua.",812100000,Cerezas conservadas provisionalmente (por ejemplo: con gas sulfuroso o con agua salada o sulfurosa o adicionada de sustancias para dicha conservación) pero todavia impropias para el consumo inmediato.,0,0
2022,Septiembre,Bogotá,Cerezas,"2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008609000,"Las demás cerezas, con adición de azúcar u otro edulcorante.",13,6
2022,Septiembre,Bogotá,Cerveza de malta,2203-Cerveza de malta.,2203000000,Cerveza de malta.,2,1
2022,Septiembre,Bogotá,Chicharrones,"2301-Harina, polvo y ""pellets"" de carne, despojos, pescado o de crustáceos, moluscos o demás.",2301101000,Chicharrones.,0,0
2022,Septiembre,Bogotá,Chicles y demás gomas de mascar,1704-Artículos de confitería sin cacao (incluido el chocolate blanco).,1704109000,Los demás chicles y demás gomas de mascar.,10,1
2022,Septiembre,Bogotá,Chirimoya,"0810-Las demás u otros frutos, frescos.",810902000,"Chirimoya, guanábana y demás anonas frescas.",5,3
2022,Septiembre,Bogotá,Chocolates,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806310000,"""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""",131,6
2022,Septiembre,Bogotá,Chocolates,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806320010,"Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, sin rellenar, sin adición de azúcar, ni otros edulcorantes.",218,29
2022,Septiembre,Bogotá,Chocolates,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806320090,"Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.",788,85
2022,Septiembre,Bogotá,Chocolates,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806900090,Los demás chocolates y demás preparaciones alimenticias que contengan cacao.,13,1
2022,Septiembre,Bogotá,Ciruelas,"0809-Damascos (albaricoques, chabacanos), cerezas, duraznos (melocotones) (incluidos los griñones).",809400000,Ciruelas y endrinas frescas.,1,1
2022,Septiembre,Bogotá,Cítricos,"2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008300000,Frutos agrios (cítricos) preparados o conservados de otro modo.,54,24
2022,Septiembre,Bogotá,Coles,"0704-Coles (incluidos los repollos), coliflores, coles rizadas, colinabos y productos comestibles.",704900000,"Los demás coles, coliflores, coles rizadas, colinabos y productos comestibles similares del género brassica, frescos o refrigerados.",0,1
2022,Septiembre,Bogotá,"Condimentos, salsas y sazonadores","2103-Preparaciones para salsas y salsas preparadas; condimentos y sazonadores, compuestos.",2103902000,"Condimentos y sazonadores, compuestos.",33,4
2022,Septiembre,Bogotá,"Condimentos, salsas y sazonadores","2103-Preparaciones para salsas y salsas preparadas; condimentos y sazonadores, compuestos.",2103909000,Las demás salsas preparadas y preparaciones para salsas.,12,4
2022,Septiembre,Bogotá,"Confituras, jaleas y mermeladas","2007-Confituras, jaleas y mermeladas, purés y pastas de frutas y otros frutos, obtenidos por cocción.",2007100000,Preparaciones homogeneizadas (de frutas).,98,37
2022,Septiembre,Bogotá,"Confituras, jaleas y mermeladas","2007-Confituras, jaleas y mermeladas, purés y pastas de frutas y otros frutos, obtenidos por cocción.",2007999100,"Las demás confituras, jaleas y mermeladas, obtenidas por cocción, incluso con adición de azúcar u otros edulcorantes.",34,13
2022,Septiembre,Bogotá,"Confituras, jaleas y mermeladas","2007-Confituras, jaleas y mermeladas, purés y pastas de frutas y otros frutos, obtenidos por cocción.",2007999200,"Los demás pures y pastas, obtenidos por cocción, incluso con adición de azúcar u otros edulcorantes.",162,61
2022,Septiembre,Bogotá,Cremas,2208-Alcohol etilico sin desnaturalizar con grado alcohólico volumétrico inferior al 80% vol.,2208702000,Cremas.,15,1
2022,Septiembre,Bogotá,Cueros y pieles en bruto,"4101-Cueros y pieles, en bruto, de bovino o de equino (frescos o salados, secos, encalados.",4101200000,"Cueros y pieles enteros, sin dividir, de peso unitario inferior o igual a 8 kg para los secos, a 10 kg para los salados secos y a 16 kg para los frescos, salados verdes (húmedos) o conservados de otro modo.",78,29
2022,Septiembre,Bogotá,Curubas,"0810-Las demás u otros frutos, frescos.",810901040,"Curuba (tumbo) (Passif/ora mo/lisima), frescas.",4,1
2022,Septiembre,Bogotá,DANE,"1104-Granos de cereales trabajados de otro modo (por ejemplo: mondados, aplastados en copos, perlado.",1104220010,Avena pelada y estabilizada termicamente,1,0
2022,Septiembre,Bogotá,Dátiles,"0804-Dátiles, higos, piñas tropicales (ananás), aguacates (paltas), guayabas, mangos y mangostanes.",804100000,Dátiles frescos o secos.,0,0
2022,Septiembre,Bogotá,Dextrina,3505-Dextrina y demás almidones y féculas modificados (por ejemplo: almidones y féculas.,3505100000,Dextrina y demás almidones y féculas modificados (por ejemplo; almidones y féculas pregelatinizados o esterificados).,21,9
2022,Septiembre,Bogotá,Duraznos,"2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008702000,"Duraznos (melocotones) en agua con adición de azúcar u otro edulcorante, incluido el jarabe.",0,0
2022,Septiembre,Bogotá,Duraznos,"2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008709000,"Los demás duraznos (melocotones) preparados o conservados de otra forma, incluso con adición de azúcar u otro edulcorante o alcohol.",15,5
2022,Septiembre,Bogotá,Duriones,"0810-Las demás u otros frutos, frescos.",810600000,"Duriones, frescos.",0,0
2022,Septiembre,Bogotá,"Extractos, esencias y concentrados de café","2101-Extractos, esencias y, concentrados de café, té o yerba mate y preparaciones.",2101110010,"Café soluble liofilizado, con granulometría de 2.0 - 3.00 mm.",448,13
2022,Septiembre,Bogotá,"Extractos, esencias y concentrados de café","2101-Extractos, esencias y, concentrados de café, té o yerba mate y preparaciones.",2101110090,"Los demás extractos, esencias y concentrados de café.",3,0
2022,Septiembre,Bogotá,Féculas,1108-Almidón y fécula; inulina.,1108140000,Fécula de mandioca (yuca).,2,0
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603110000,"Rosas frescas, cortadas para ramos o adornos.",11087,2242
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603121000,"Claveles miniatura frescos, cortados para ramos o adornos.",1699,329
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603129000,"Los demás claveles frescos, cortados para ramos o adornos.",4819,835
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603141000,"Pompones frescos, cortados para ramos o adornos.",301,57
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603149000,"Los demás crisantemos, frescos, cortados para ramos o adornos.",23,6
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603150000,AZUCENAS (LILIUM SPP.) FRESCAS.,56,4
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603191000,"Gypsophila (Lluvia, ilusión) (Gypsophilia paniculata L.), frescas, cortados para ramos o adornos.forma.",172,16
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603192000,"Aster, frescos, cortados para ramos o adornos.",59,8
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603193000,"Alstroemerias frescas, cortadas para ramos o adornos.",2089,459
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603194000,"Gerbera frescas, cortadas para ramos o adornos.",62,15
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603199090,"Las demás flores y capullos frescos, cortados para ramos o adornos",25815,3289
2022,Septiembre,Bogotá,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603900000,"Las demás flores y capullos, cortados para ramos o adornos, secos, blanqueados, teñidos, impregnados o preparados de otra forma.",1678,58
2022,Septiembre,Bogotá,Frambruesas,"0811-Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados.",811200000,"Frambuesas, zarzamoras, moras y moras-frambuesa y grosellas, sin cocer o cocidas en agua o vapor, congelados, incluso con adición de azúcar u otro edulcolorante.",3,1
2022,Septiembre,Bogotá,Fresas,"0811-Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados.",811109000,"Las demás fresas (frutillas), sin cocer o cocidas con agua o al vapor, congeladas.",0,0
2022,Septiembre,Bogotá,Fresas,"2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008800000,"Fresas (frutillas) preparadas o conservadas de otro modo, incluso con adición de azúcar u otro edulcorante o alcohol.",24,11
2022,Septiembre,Bogotá,Fríjoles,"0713-Hortalizas (incluso silvestres) de vaina secas desvainadas, aunque estén mondadas o partidas.",713399900,"Los demás Frijoles (frejoles, porotos, alubias, judías)  (Vigna spp., phaseolus spp) que no sean para siembra, de vainas secas desvainados, aunque estén mondados o partidos.",158,83
2022,Septiembre,Bogotá,Fríjoles,"2005-Las demás hortalizas, preparadas o  conservadas (excepto en vinagre o en acido acético).",2005510000,"Frijoles (frejoles, porotos, alubias, judías) (vigna spp., phaseolus spp.), desvainados, preparados o conservados (excepto en vinagre o en ácido acético), sin congelar.",2,1
2022,Septiembre,Bogotá,Fríjoles,"2005-Las demás hortalizas, preparadas o  conservadas (excepto en vinagre o en acido acético).",2005590000,"Los demás frijoles (frejoles, porotos, alubias, judías) preparados o conservados (excepto en vinagre o en ácido acético), sin congelar.",0,0
2022,Septiembre,Bogotá,Frutas frescas,"0810-Las demás u otros frutos, frescos.",810909090,Las demás frutas u otros frutos frescos.,3,1
2022,Septiembre,Bogotá,"Frutas sin cocer o cocidos, congelados","0811-Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados.",811901000,"Los demás frutos sin cocer o cocidos en agua o vapor congelados, con adición de azúcar o con edulcorante.",73,32
2022,Septiembre,Bogotá,"Frutas sin cocer o cocidos, congelados","0811-Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados.",811909100,"Mango (Mangifera indica L.), sin cocer o cocidos en agua o vapor, congelados.",0,0
2022,Septiembre,Bogotá,"Frutas sin cocer o cocidos, congelados","0811-Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados.",811909400,"«Maracuyá» (parchita) (Passiflora edulis), sin cocer o cocidos en agua o vapor, congelados.",82,21
2022,Septiembre,Bogotá,"Frutas sin cocer o cocidos, congelados","0811-Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados.",811909500,"Guanábana (Annona muricata), sin cocer o cocidos en agua o vapor, congelados.",10,3
2022,Septiembre,Bogotá,"Frutas sin cocer o cocidos, congelados","0811-Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados.",811909900,"Las demás Frutas y otros frutos sin cocer o cocidos con agua o al vapor, congelados.",0,0
2022,Septiembre,Bogotá,Frutas y otros frutos secos,"0813-Frutos y otros frutos, secos excepto los de las partidas números 08.01 a 08.06 mezclas de fruta.",813400000,Las demás frutas u otros frutos secos excepto los de las partidas 08.01 a 08.06.,70,10
2022,Septiembre,Bogotá,Frutas y otros frutos secos,"0813-Frutos y otros frutos, secos excepto los de las partidas números 08.01 a 08.06 mezclas de fruta.",813500000,Mezclas de frutas u otros frutos secos o de frutos de cáscara de este capítulo.,0,0
2022,Septiembre,Bogotá,Glicerinas,1520-Glicerol en bruto; aguas y lejías glicerinosas.,1520000000,Glicerol en bruto; aguas y lejias glicerinosas.,355,440
2022,Septiembre,Bogotá,Glucosa,"1702-Los demás azúcares, incluidas la lactosa, maltosa, glucosa y fructosa (levulosa).",1702309000,"Las demás glucosas y jarabes de glucosa sin fructosa o con un contenido de fructosa, en estado seco, inferior al 20% en peso.",63,45
2022,Septiembre,Bogotá,Gomas,"1301-Goma laca; gomas, resinas, gomorresinas y oleorresinas (por ejemplo: bálsamos), naturales.",1301909000,"Las demás gomas, resinas, gomorresinas y oleorresinas (por ejemplo: bálsamos), naturales.",2,0
2022,Septiembre,Bogotá,"Granadillas, Maracuyá y otras pasifloras","0810-Las demás u otros frutos, frescos.",810901010,"Granadilla (Passiflora ligularis), frescas.",146,28
2022,Septiembre,Bogotá,"Granadillas, Maracuyá y otras pasifloras","0810-Las demás u otros frutos, frescos.",810901020,"Maracuyá (parchita) (Passif/ora edulis varo Flavicarpa), frescas.",25,6
2022,Septiembre,Bogotá,"Granadillas, Maracuyá y otras pasifloras","0810-Las demás u otros frutos, frescos.",810901030,"Gulupa (maracuyá morado) (Passiflora edulis varo edulis), frescas.",180,56
2022,Septiembre,Bogotá,Grasas de animales - otros,"1516-Grasas, y aceites, animales o vegetales y sus fracciones, parcial o totalmente hidrogenadas.",1516100000,"Grasas y aceites, animales y sus fracciones, parcial o totalmente hidrogenados, interesterificados, reesterificados o elaidinizados, incluso refinados, pero sin preparar de otro modo.",0,0
2022,Septiembre,Bogotá,Grasas o aceites - mezclas,"1517-Margarina, mezclas o preparaciones alimenticias de grasas o de aceites, animales o vegetales.",1517900000,"Mezclas o preparaciones alimenticias de grasas o aceites, animales o vegetales o de fracciones de diferentes grasas o aceites, de este capítulo, excepto las grasas y aceites alimenticios, y sus fracciones, de la partida 15.16.",684,317
2022,Septiembre,Bogotá,Grasas o aceites - mezclas,"1518-Grasas y aceites, animales o vegetales, y sus fracciones, cocidos, oxidados, deshidratados.",1518009000,"Las demás grasas y aceites, animales o vegetales, y sus fracciones de la partida 15.18 y sus mezclas no expresados ni comprendidos en otras partidas.",15,12
2022,Septiembre,Bogotá,Grasas vegetales otros,"1515-Las demás grasas y aceites vegetales fijos (incluido el aceite de jojoba), y sus fracciones.",1515900090,"Las demás grasas y aceites vegetales fijos  (incluido el aceite de jojoba), y sus fracciones, incluso refinados, pero sin modificar químicamente.",18,0
2022,Septiembre,Bogotá,Guayabas,"0804-Dátiles, higos, piñas tropicales (ananás), aguacates (paltas), guayabas, mangos y mangostanes.",804501000,Guayabas frescas o secas.,6,2
2022,Septiembre,Bogotá,Habas,"0713-Hortalizas (incluso silvestres) de vaina secas desvainadas, aunque estén mondadas o partidas.",713509000,"Las demás habas (Vicia faba var. major), haba caballar (Vicia fabavar. equina) y haba menor (Vicia faba var. minor) secas desvainadas, aunque estén mondadas o partidas.",1,0
2022,Septiembre,Bogotá,Harinas,1101-Harina de trigo y morcajo (tranquillón).,1101000000,Harina de trigo y de morcajo (tranquillón).,0,0
2022,Septiembre,Bogotá,Harinas,"1102-Harina de cereales, excepto de trigo o de morcajo (tranquillón).",1102200000,Harina de maíz.,211,230
2022,Septiembre,Bogotá,Harinas,"1102-Harina de cereales, excepto de trigo o de morcajo (tranquillón).",1102909000,"Las demás harinas de cereales, excepto de trigo o de morcajo (tranquillón).",0,0
2022,Septiembre,Bogotá,Harinas,"1901-Extracto de malta; preparaciones alimenticias de harina, sémola, almidón, fécula.",1901902000,Manjar blanco o dulce de leche.,101,14
2022,Septiembre,Bogotá,Helados,"2105-Helados, incluso con cacao.",2105001000,"Helados incluso con cacao, que no contengan leche, ni productos lácteos.",4,1
2022,Septiembre,Bogotá,Helados,"2105-Helados, incluso con cacao.",2105009000,"Los demás helados, incluso con cacao.",74,28
2022,Septiembre,Bogotá,Higos,"0804-Dátiles, higos, piñas tropicales (ananás), aguacates (paltas), guayabas, mangos y mangostanes.",804200000,Higos frescos o secos.,18,4
2022,Septiembre,Bogotá,Hongos,0709-Las demás hortalizas (incluso silvestres) frescas o refrigeradas.,709510000,"Hongos del género agaricus, frescos o refrigerados.",13,3
2022,Septiembre,Bogotá,Hongos,0709-Las demás hortalizas (incluso silvestres) frescas o refrigeradas.,709590000,"Los demás hongos, frescos o refrigerados.",1,0
2022,Septiembre,Bogotá,Hortalizas,0709-Las demás hortalizas (incluso silvestres) frescas o refrigeradas.,709930000,CALABAZAS (ZAPALLOS) Y CALABACINES (CUCURBITA SPP.) FRESCOS O REFRIGERADOS.,1,1
2022,Septiembre,Bogotá,Hortalizas,0709-Las demás hortalizas (incluso silvestres) frescas o refrigeradas.,709999000,"Las demás hortalizas, frescas o refrigeradas.",70,11
2022,Septiembre,Bogotá,Hortalizas,"0710-Hortalizas ( incluso silvestres) aunque estén cocidas en agua o vapor, congeladas.",710900000,"Mezclas de hortalizas, aunque estén cocidas con agua o vapor, congeladas.",15,5
2022,Septiembre,Bogotá,Hortalizas,"0712-Hortalizas (incluso silvestres), secas, bien cortadas en trozos o en rodajas, trituradas.",712909000,"Las demás hortalizas, mezclas de hortalizas, secas, bien cortadas en trozos o en rodajas, bien trituradas o pulverizadas, pero sin otra preparación.",70,14
2022,Septiembre,Bogotá,Hortalizas,"0713-Hortalizas (incluso silvestres) de vaina secas desvainadas, aunque estén mondadas o partidas.",713909000,"Las demás hortalizas de vaina secas, desvainadas, incluso mondadas o partidas.",0,0
2022,Septiembre,Bogotá,"Hortalizas, frutas y otros frutos preparados o conservados","2005-Las demás hortalizas, preparadas o  conservadas (excepto en vinagre o en acido acético).",2005999000,"Las demás legumbres u hortalizas y las mezclas de hortalizas y/o legumbres preparadas o conservadas (excepto en vinagre o en ácido acético), sin congelar, excepto los productos de la partida 20.06.",1,1
2022,Septiembre,Bogotá,"Hortalizas, frutas y otros frutos preparados o conservados","2006-Hortalizas, frutas u otros frutos o sus cortezas y demás partes de plantas.",2006000000,"Hortalizas, frutas u otros frutos o sus cortezas y demás partes de plantas, confitados con azúcar (almibarados, glaseados o escarchados).",2,1
2022,Septiembre,Bogotá,"Hortalizas, frutas y otros frutos preparados o conservados","2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008199000,"Los demás frutos y demás partes comestibles de plantas, incluidas las mezclas, preparados o conservados de otra forma.",30,3
2022,Septiembre,Bogotá,"Hortalizas, frutas y otros frutos preparados o conservados","2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008999000,"Los demás frutos y partes comestibles de plantas, incluidas las mezclas, preparados o conservados de otro modo, incluso con adición de azúcar u otro edulcorante o alcohol, excepto las mezclas de la subpartida No. 2008.19.",1162,589
2022,Septiembre,Bogotá,"Hortalizas, preparadas o conservadas","2004-Las demás hortalizas, preparadas o conservadas (excepto en vinagre o en acido acético).",2004900000,"Las demás hortalizas y las mezclas de hortalizas preparadas o conservadas (excepto en vinagre o en ácido acético), congeladas.",42,17
2022,Septiembre,Bogotá,Huesos,"0506-Huesos y núcleos córneos, en bruto, desgrasados, simplemente preparados.",506900000,"Los demás huesos y núcleos corneos, en bruto, desgrasados, simplemente preparados (pero sin cortar en forma determinada), acidulados o desgelatinizados; polvo y desperdicios de estas materias.",196,19
2022,Septiembre,Bogotá,"Jugos de frutas u otro frutos( incluido el mosto de uva) o de hortalizas, sin fermentar y sin a","2009-Jugos de frutas u otro frutos( incluido el mosto de uva) o de hortalizas, sin fermentar.",2009899000,"Los demás jugos de cualquier otra fruta o fruto u hortaliza, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante.",80,172
2022,Septiembre,Bogotá,Jugos y extractos vegetales,"1302-Jugos y extractos vegetales; materias pécticas, pectinatos y pectatos; agar-agar y demás mucíla.",1302199900,Los demás jugos y extractos vegetales.,7,0
2022,Septiembre,Bogotá,Jugos y extractos vegetales,"1302-Jugos y extractos vegetales; materias pécticas, pectinatos y pectatos; agar-agar y demás mucíla.",1302399000,"Demás mucílagos y espesativos derivados de los vegetales, incluso modificados.",3,0
2022,Septiembre,Bogotá,Leche  condensada,"0402-Leche y nata (crema), concentradas, o con adición de azúcar u otro edulcolorante.",402991000,Leche condensada.,0,0
2022,Septiembre,Bogotá,Leche y nata,"0402-Leche y nata (crema), concentradas, o con adición de azúcar u otro edulcolorante.",402101000,"Leche y nata (crema) concentradas o con adición de azúcar u otro edulcorante, en polvo, gránulos demás formas sólidas, con un contenido de materias grasas inferior o igual al 1.5% en peso, en envases inmediato de contenido neto inferior o igual a 2,5 kg.",7,0
2022,Septiembre,Bogotá,Leche y nata,"0402-Leche y nata (crema), concentradas, o con adición de azúcar u otro edulcolorante.",402211900,"Las demás leche y nata (crema) concentradas, en polvo, gránulos demás formas sólidas, sin adición de azúcar ni otro edulcorante, con un contenido de materias grasas superior o igual al 26% en peso, sobre producto seco.",579,140
