Año,Mes,Departamento,Producto General,Descripcion Partida 4 Digitos,Partida,Descripcion Partida10 Digitos,Exportaciones en valor (Miles USD FOB),Exportaciones en volumen (toneladas)
2022,Septiembre,Antioquia,Aceite de lino,"1515-Las demás grasas y aceites vegetales fijos (incluido el aceite de jojoba), y sus fracciones.",1515190000,"Los demás aceites de lino (linaza) y sus fracciones, incluso refinados, pero sin modificar químicamente.",7,1
2022,Septiembre,Antioquia,Aceites esenciales,"3301-Aceites esenciales (desterpenados o no), incluidos los ""concretos"" o ""absolutos"", resinoides.",3301120000,Aceites esenciales de naranja.,84,17
2022,Septiembre,Antioquia,Aceites esenciales,"3301-Aceites esenciales (desterpenados o no), incluidos los ""concretos"" o ""absolutos"", resinoides.",3301292000,Aceites esenciales de eucalipto.,1,0
2022,Septiembre,Antioquia,Aceites esenciales,"3301-Aceites esenciales (desterpenados o no), incluidos los ""concretos"" o ""absolutos"", resinoides.",3301902000,Oleorresinas de extracción.,3,1
2022,Septiembre,Antioquia,Aceites esenciales,"3301-Aceites esenciales (desterpenados o no), incluidos los ""concretos"" o ""absolutos"", resinoides.",3301909000,Los demás aceites esenciales (desterpenados o no).,0,0
2022,Septiembre,Antioquia,Agua mineral y agua gaseada,"2201-Agua, incluida el agua mineral natural o artificial y la gaseada, sin adición de azúcar y otro.",2201100000,"Agua mineral y agua gaseada, sin adición de azúcar u otro edulcorante ni aromatizada.",49,73
2022,Septiembre,Antioquia,Agua mineral y agua gaseada,"2202-Agua, incluidas el agua mineral y la gaseada, con adición de azúcar u otro dulcorante.",2202100000,"Agua, incluidas el agua mineral y la gaseada, con adición de azúcar u otro edulcorante o aromatizada.",482,877
2022,Septiembre,Antioquia,Aguacates,"0804-Dátiles, higos, piñas tropicales (ananás), aguacates (paltas), guayabas, mangos y mangostanes.",804400010,"Aguacates variedad Hass, frescos o secos",4883,3000
2022,Septiembre,Antioquia,Aguacates,"0804-Dátiles, higos, piñas tropicales (ananás), aguacates (paltas), guayabas, mangos y mangostanes.",804400090,"Los demas aguacates (paltas), frescos o secos.",2,1
2022,Septiembre,Antioquia,Ají,0709-Las demás hortalizas (incluso silvestres) frescas o refrigeradas.,709600000,"Frutos de los géneros ""capsicum"" o ""pimienta"", frescos o refrigerados.",4,2
2022,Septiembre,Antioquia,Ají,"0904-Pimienta del género piper; frutos de los géneros capsicum o pimienta, secos, triturados.",904229000,"Los demás frutos de los géneros Capsicum o Pimenta, triturados o pulverizados.",28,24
2022,Septiembre,Antioquia,Animales vivos,0106-Los demás animales vivos.,106190000,Los demás mamíferos vivos,0,0
2022,Septiembre,Antioquia,Aprestos,"3809-Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes.",3809100000,Aprestos y productos de acabado a base de materias amiláceas.,6,3
2022,Septiembre,Antioquia,Azúcar,1703-Melaza procedente de la extracción o del refinado del azúcar.,1703100000,Melaza de caña.,10,15
2022,Septiembre,Antioquia,Bananos o plátanos,"0803-Bananas o plátanos, frescos o secos.",803101000,"""PLATANOS """"PLANTAINS"""" FRESCOS.""",7101,10838
2022,Septiembre,Antioquia,Bananos o plátanos,"0803-Bananas o plátanos, frescos o secos.",803901100,"""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",74143,167059
2022,Septiembre,Antioquia,Bananos o plátanos,"0803-Bananas o plátanos, frescos o secos.",803901200,"Bananas bocadillo (manzanito, orito) (Musa acuminata), frescas",348,420
2022,Septiembre,Antioquia,"Bombones, caramelos, confites y pastillas",1704-Artículos de confitería sin cacao (incluido el chocolate blanco).,1704901000,"Bombones, caramelos, confites y pastillas.",37,6
2022,Septiembre,Antioquia,"Bombones, caramelos, confites y pastillas",1704-Artículos de confitería sin cacao (incluido el chocolate blanco).,1704909000,Los demás artículos de confitería sin cacao (incluido el chocolate blanco).,82,15
2022,Septiembre,Antioquia,Cacao,"1803-Pasta de cacao, incluso desgrasada.",1803100000,Pasta de cacao sin desgrasar.,74,20
2022,Septiembre,Antioquia,Cacao,"1803-Pasta de cacao, incluso desgrasada.",1803200000,Pasta de cacao desgrasada total o parcialmente.,100,40
2022,Septiembre,Antioquia,Cacao,"1804-Manteca, grasa y aceite de cacao.",1804001100,"Manteca de cacao, con un índice de acidez expresado en ácido oleico inferior o igual a 1%.",1089,263
2022,Septiembre,Antioquia,Cacao,1805-Cacao en polvo sin adición de azúcar ni otro edulcorante.,1805000000,Cacao en polvo sin adición de azúcar ni otro edulcorante.,308,115
2022,Septiembre,Antioquia,Cacao,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806100000,Cacao en polvo con adición de azúcar u otro edulcorante.,12,3
2022,Septiembre,Antioquia,Cacao,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806209000,"Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.",154,39
2022,Septiembre,Antioquia,Café,"0901-Café, incluso tostado descafeinado; cáscara y cascarilla de café; sucedáneos del café.",901119000,"Los demás cafés sin tostar, sin descafeinar.",39368,6127
2022,Septiembre,Antioquia,Café,"0901-Café, incluso tostado descafeinado; cáscara y cascarilla de café; sucedáneos del café.",901120000,"Café sin tostar, descafeinado.",35,4
2022,Septiembre,Antioquia,Café,"0901-Café, incluso tostado descafeinado; cáscara y cascarilla de café; sucedáneos del café.",901211000,"Café tostado, sin descafeinar, en grano.",3129,340
2022,Septiembre,Antioquia,Café,"0901-Café, incluso tostado descafeinado; cáscara y cascarilla de café; sucedáneos del café.",901212000,"Café tostado, sin descafeinar, molido.",6938,788
2022,Septiembre,Antioquia,Carne de bovinos,"0201-Carne de animales de la especie bovina, fresca o refrigerada.",201300010,"Cortes finos de carne de animales de la especie bovina, deshuesada, fresca o refrigerada.",174,20
2022,Septiembre,Antioquia,Carne de bovinos,"0201-Carne de animales de la especie bovina, fresca o refrigerada.",201300093,Los demas cortes de cuartos delanteros de la especie bovina frescos o refrigerados deshuesados.,76,15
2022,Septiembre,Antioquia,Carne de bovinos,"0201-Carne de animales de la especie bovina, fresca o refrigerada.",201300094,"Carne de animales de la especie bovina, fresca o refrigerada.",493,86
2022,Septiembre,Antioquia,Cebollas,"0703-Cebollas, chalotes, ajos, puerros, y demás hortalizas (incluso silvestres) aliáceas.",703100010,Cebollas de bulbo rojo (cabezona roja) (allium cepa L)frescos o refrigerados,33,4
2022,Septiembre,Antioquia,Cebollas,"0703-Cebollas, chalotes, ajos, puerros, y demás hortalizas (incluso silvestres) aliáceas.",703100090,"Cebollas, chalotes, ajos, puerros, y demás hortalizas (incluso silvestres) aliáceas, frescos o",93,14
2022,Septiembre,Antioquia,Cerveza de malta,2203-Cerveza de malta.,2203000000,Cerveza de malta.,6,3
2022,Septiembre,Antioquia,Chicles y demás gomas de mascar,1704-Artículos de confitería sin cacao (incluido el chocolate blanco).,1704101000,"Chicles y demás gomas de mascar, recubiertos de azúcar.",0,0
2022,Septiembre,Antioquia,Chicles y demás gomas de mascar,1704-Artículos de confitería sin cacao (incluido el chocolate blanco).,1704109000,Los demás chicles y demás gomas de mascar.,0,0
2022,Septiembre,Antioquia,Chirimoya,"0810-Las demás u otros frutos, frescos.",810902000,"Chirimoya, guanábana y demás anonas frescas.",0,0
2022,Septiembre,Antioquia,Chocolates,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806310000,"""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""",150,30
2022,Septiembre,Antioquia,Chocolates,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806320010,"Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, sin rellenar, sin adición de azúcar, ni otros edulcorantes.",14,3
2022,Septiembre,Antioquia,Chocolates,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806320090,"Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.",901,185
2022,Septiembre,Antioquia,Chocolates,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806900010,"Los demás chocolates y demás preparaciones alimenticias que contengan cacao, sin adición de azúcar, ni otros edulcorantes.",0,0
2022,Septiembre,Antioquia,Chocolates,1806-Chocolate y demás preparaciones alimenticias que contengan cacao.,1806900090,Los demás chocolates y demás preparaciones alimenticias que contengan cacao.,1759,559
2022,Septiembre,Antioquia,Ciruelas,"0809-Damascos (albaricoques, chabacanos), cerezas, duraznos (melocotones) (incluidos los griñones).",809400000,Ciruelas y endrinas frescas.,1,0
2022,Septiembre,Antioquia,Ciruelas,"0813-Frutos y otros frutos, secos excepto los de las partidas números 08.01 a 08.06 mezclas de fruta.",813200000,Ciruelas secas.,1,1
2022,Septiembre,Antioquia,Cítricos,"2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008300000,Frutos agrios (cítricos) preparados o conservados de otro modo.,2,1
2022,Septiembre,Antioquia,Cocos,"0801-Cocos, nueces del Brasil y nueces de marañón (merey, cajuil, anacardo, ""caju""), frescos o secos.",801190000,"Los demás cocos, frescos, incluso sin cáscara o mondados.",3,1
2022,Septiembre,Antioquia,Coles,"0704-Coles (incluidos los repollos), coliflores, coles rizadas, colinabos y productos comestibles.",704900000,"Los demás coles, coliflores, coles rizadas, colinabos y productos comestibles similares del género brassica, frescos o refrigerados.",1,1
2022,Septiembre,Antioquia,"Condimentos, salsas y sazonadores","2103-Preparaciones para salsas y salsas preparadas; condimentos y sazonadores, compuestos.",2103902000,"Condimentos y sazonadores, compuestos.",162,49
2022,Septiembre,Antioquia,"Condimentos, salsas y sazonadores","2103-Preparaciones para salsas y salsas preparadas; condimentos y sazonadores, compuestos.",2103909000,Las demás salsas preparadas y preparaciones para salsas.,24,7
2022,Septiembre,Antioquia,"Confituras, jaleas y mermeladas","2007-Confituras, jaleas y mermeladas, purés y pastas de frutas y otros frutos, obtenidos por cocción.",2007999100,"Las demás confituras, jaleas y mermeladas, obtenidas por cocción, incluso con adición de azúcar u otros edulcorantes.",4,4
2022,Septiembre,Antioquia,"Confituras, jaleas y mermeladas","2007-Confituras, jaleas y mermeladas, purés y pastas de frutas y otros frutos, obtenidos por cocción.",2007999200,"Los demás pures y pastas, obtenidos por cocción, incluso con adición de azúcar u otros edulcorantes.",351,818
2022,Septiembre,Antioquia,Cortezas  de frutas,"0814-Cortezas de agrios (cítricos), melones o sandías, frescas, congeladas, secas o presentadas.",814009000,"Las demás cortezas de agrios (cítricos), melones o sandías, frescas, congeladas, secas o presentadas en agua salada, sulfurosa o adicionada de otras sustancias para su conservación provisional.",0,0
2022,Septiembre,Antioquia,Dextrina,3505-Dextrina y demás almidones y féculas modificados (por ejemplo: almidones y féculas.,3505100000,Dextrina y demás almidones y féculas modificados (por ejemplo; almidones y féculas pregelatinizados o esterificados).,15,12
2022,Septiembre,Antioquia,Duraznos,"0812-Frutas y otros frutos,  conservados provisionalmente (por ejemplo; con gas sulfuroso o con agua.",812902000,"Duraznos (melocotones), incluidos los griñones y nectarinas, conservados provisionalmente (por ejemplo: con gas sulfuroso o con agua salada o sulfurosa o adicionada de sustancias para dicha conservación), pero todavia impropios para consumo inmediato.",0,0
2022,Septiembre,Antioquia,Embutidos y productos similares,"1602-Las demás preparaciones y conservas de carne, despojos o sangre.",1602900000,"Las demás preparaciones y conservas de carne, incluidas las preparaciones de sangre de cualquier animal.",4,1
2022,Septiembre,Antioquia,Extracto de malta,"1901-Extracto de malta; preparaciones alimenticias de harina, sémola, almidón, fécula.",1901901000,Extracto de malta.,31,25
2022,Septiembre,Antioquia,"Extractos, esencias y concentrados de café","2101-Extractos, esencias y, concentrados de café, té o yerba mate y preparaciones.",2101110090,"Los demás extractos, esencias y concentrados de café.",12596,828
2022,Septiembre,Antioquia,"Extractos, esencias y concentrados de café","2101-Extractos, esencias y, concentrados de café, té o yerba mate y preparaciones.",2101120000,"Preparaciones a base de extractos, esencias o concentrados o a base de café.",361,37
2022,Septiembre,Antioquia,"Extractos, esencias y concentrados de Té","2101-Extractos, esencias y, concentrados de café, té o yerba mate y preparaciones.",2101200000,"Extractos, esencias y concentrados a base de té o de yerba mate y preparaciones a base de estos extractos, esencias o concentrados o a  base de  té o de yerba mate.",2,0
2022,Septiembre,Antioquia,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos.",603110000,"Rosas frescas, cortadas para ramos o adornos.",76,12
2022,Septiembre,Antioquia,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos.",603129000,"Los demás claveles frescos, cortados para ramos o adornos.",16,3
2022,Septiembre,Antioquia,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos.",603141000,"Pompones frescos, cortados para ramos o adornos.",7285,2186
2022,Septiembre,Antioquia,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos.",603149000,"Los demás crisantemos, frescos, cortados para ramos o adornos.",1994,483
2022,Septiembre,Antioquia,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos.",603150000,AZUCENAS (LILIUM SPP.) FRESCAS.,476,94
2022,Septiembre,Antioquia,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos.",603191000,"Gypsophila (Lluvia, ilusión) (Gypsophilia paniculata L.), frescas, cortados para ramos o adornos.forma.",0,0
2022,Septiembre,Antioquia,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos.",603192000,"Aster, frescos, cortados para ramos o adornos.",466,107
2022,Septiembre,Antioquia,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos.",603193000,"Alstroemerias frescas, cortadas para ramos o adornos.",132,43
2022,Septiembre,Antioquia,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos.",603194000,"Gerbera frescas, cortadas para ramos o adornos.",80,15
2022,Septiembre,Antioquia,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos.",603199090,"Las demás flores y capullos frescos, cortados para ramos o adornos",5671,999
2022,Septiembre,Antioquia,Flores,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos.",603900000,"Las demás flores y capullos, cortados para ramos o adornos, secos, blanqueados, teñidos, impregnados o preparados de otra forma.",6,2
2022,Septiembre,Antioquia,Frambruesas,"0810-Las demás u otros frutos, frescos.",810200000,"Frambuesas, zarzamoras, moras y moras-frambuesa, frescas.",1,0
2022,Septiembre,Antioquia,Frambruesas,"0811-Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados.",811200000,"Frambuesas, zarzamoras, moras y moras-frambuesa y grosellas, sin cocer o cocidas en agua o vapor, congelados, incluso con adición de azúcar u otro edulcolorante.",2,1
2022,Septiembre,Antioquia,Fresas,"0811-Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados.",811101000,"Fresas (frutillas) sin cocer o cocidas en agua o vapor, congelados con adición de azúcar u otro edulcorante.",1,0
2022,Septiembre,Antioquia,Fresas,"2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservado.",2008800000,"Fresas (frutillas) preparadas o conservadas de otro modo, incluso con adición de azúcar u otro edulcorante o alcohol.",37,13
2022,Septiembre,Antioquia,Fríjoles,"0708-Hortalizas (incluso silvestres) de vaina, aunque estén desvainadas, frescas o refrigeradas.",708200000,"Frijoles (frejoles, porotos, alubias, judías) (vignas spp. y phaseolus spp), frescos o refrigerados.",12,7
2022,Septiembre,Antioquia,Fríjoles,"0713-Hortalizas (incluso silvestres) de vaina secas desvainadas, aunque estén mondadas o partidas.",713331100,"Frijol negro (frejol, poroto, alubia, judía) común (Phaseolus vulgaris), de vainas secas desvainados, para la siembra.",14,3
2022,Septiembre,Antioquia,Fríjoles,"0713-Hortalizas (incluso silvestres) de vaina secas desvainadas, aunque estén mondadas o partidas.",713339900,"Los demás frijoles (frejoles, porotos, alubias, judías) comunes (Phaseolus vulgaris), de vainas secas desvainados, aunque estén mondados o partidos, que no sean para la siembra.",3,1
2022,Septiembre,Antioquia,Fríjoles,"2005-Las demás hortalizas, preparadas o  conservadas (excepto en vinagre o en acido acético)",2005590000,"Los demás frijoles (frejoles, porotos, alubias, judías) preparados o conservados (excepto en vinagre o en ácido acético), sin congelar.",3,1
2022,Septiembre,Antioquia,Frutas frescas,"0810-Las demás u otros frutos, frescos.",810909090,Las demás frutas u otros frutos frescos.,0,0
2022,Septiembre,Antioquia,"Frutas sin cocer o cocidos, congelados","0811-Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados.",811909400,"«Maracuyá» (parchita) (Passiflora edulis), sin cocer o cocidos en agua o vapor, congelados.",2,1
2022,Septiembre,Antioquia,"Frutas sin cocer o cocidos, congelados","0811-Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados.",811909900,"Las demás Frutas y otros frutos sin cocer o cocidos con agua o al vapor, congelados.",21,9
2022,Septiembre,Antioquia,Frutas y otros frutos secos,"0813-Frutos y otros frutos, secos excepto los de las partidas números 08.01 a 08.06 mezclas de fruta.",813400000,Las demás frutas u otros frutos secos excepto los de las partidas 08.01 a 08.06.,0,0
2022,Septiembre,Antioquia,Glucosa,"1702-Los demás azúcares, incluidas la lactosa, maltosa, glucosa y fructosa (levulosa)",1702302000,Jarabe de glucosa.,1,0
2022,Septiembre,Antioquia,"Granadillas, Maracuyá y otras pasifloras","0810-Las demás u otros frutos, frescos.",810901010,"Granadilla (Passiflora ligularis), frescas.",6,1
2022,Septiembre,Antioquia,"Granadillas, Maracuyá y otras pasifloras","0810-Las demás u otros frutos, frescos.",810901020,"Maracuyá (parchita) (Passif/ora edulis varo Flavicarpa), frescas.",3,2
2022,Septiembre,Antioquia,"Granadillas, Maracuyá y otras pasifloras","0810-Las demás u otros frutos, frescos.",810901030,"Gulupa (maracuyá morado) (Passiflora edulis varo edulis), frescas.",1069,407
2022,Septiembre,Antioquia,Grasas de animales - otros,"1516-Grasas, y aceites, animales o vegetales y sus fracciones, parcial o totalmente hidrogenadas.",1516100000,"Grasas y aceites, animales y sus fracciones, parcial o totalmente hidrogenados, interesterificados, reesterificados o elaidinizados, incluso refinados, pero sin preparar de otro modo.",2,0
2022,Septiembre,Antioquia,Grasas o aceites - mezclas,"1517-Margarina, mezclas o preparaciones alimenticias de grasas o de aceites, animales o vegetales.",1517900000,"Mezclas o preparaciones alimenticias de grasas o aceites, animales o vegetales o de fracciones de diferentes grasas o aceites, de este capítulo, excepto las grasas y aceites alimenticios, y sus fracciones, de la partida 15.16.",474,304
2022,Septiembre,Antioquia,Grasas o aceites - mezclas,"1518-Grasas y aceites, animales o vegetales, y sus fracciones, cocidos, oxidados, deshidratados.",1518009000,"Las demás grasas y aceites, animales o vegetales, y sus fracciones de la partida 15.18 y sus mezclas no expresados ni comprendidos en otras partidas.",485,388
2022,Septiembre,Antioquia,Guayabas,"0804-Dátiles, higos, piñas tropicales (ananás), aguacates (paltas), guayabas, mangos y mangostanes.",804501000,Guayabas frescas o secas.,1,0
2022,Septiembre,Antioquia,Harinas,"1102-Harina de cereales, excepto de trigo o de morcajo (tranquillón).",1102200000,Harina de maíz.,570,734
2022,Septiembre,Antioquia,Harinas,"1106-Harina, sémola y polvo de las hortalizas de la partida No. 07.13 de sagú de las raíces.",1106309000,"Las demás harinas, sémolas y polvo de los productos del capítulo 8.",36,5
2022,Septiembre,Antioquia,Harinas,"1901-Extracto de malta; preparaciones alimenticias de harina, sémola, almidón, fécula.",1901902000,Manjar blanco o dulce de leche.,65,22
2022,Septiembre,Antioquia,Higos,"0804-Dátiles, higos, piñas tropicales (ananás), aguacates (paltas), guayabas, mangos y mangostanes.",804200000,Higos frescos o secos.,1,0
2022,Septiembre,Antioquia,Hongos,0709-Las demás hortalizas (incluso silvestres) frescas o refrigeradas.,709510000,"Hongos del género agaricus, frescos o refrigerados.",45,15
2022,Septiembre,Antioquia,Hongos,0709-Las demás hortalizas (incluso silvestres) frescas o refrigeradas.,709590000,"Los demás hongos, frescos o refrigerados.",20,3
2022,Septiembre,Antioquia,Hortalizas,0709-Las demás hortalizas (incluso silvestres) frescas o refrigeradas.,709999000,"Las demás hortalizas, frescas o refrigeradas.",35,5
2022,Septiembre,Antioquia,"Hortalizas, frutas y otros frutos preparados o conservados","2005-Las demás hortalizas, preparadas o  conservadas (excepto en vinagre o en acido acético).",2005910000,"Brotes de bambú, preparados o conservados (excepto en vinagre o en ácido acético), sin congelar.",4,1
2022,Septiembre,Antioquia,"Hortalizas, frutas y otros frutos preparados o conservados","2005-Las demás hortalizas, preparadas o  conservadas (excepto en vinagre o en acido acético).",2005999000,"Las demás legumbres u hortalizas y las mezclas de hortalizas y/o legumbres preparadas o conservadas (excepto en vinagre o en ácido acético), sin congelar, excepto los productos de la partida 20.06.",9,1
2022,Septiembre,Antioquia,"Hortalizas, frutas y otros frutos preparados o conservados","2006-Hortalizas, frutas u otros frutos o sus cortezas y demás partes de plantas.ar.",2006000000,"Hortalizas, frutas u otros frutos o sus cortezas y demás partes de plantas, confitados con azúcar (almibarados, glaseados o escarchados).",3,1
2022,Septiembre,Antioquia,"Hortalizas, frutas y otros frutos preparados o conservados","2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008199000,"Los demás frutos y demás partes comestibles de plantas, incluidas las mezclas, preparados o conservados de otra forma.",89,11
2022,Septiembre,Antioquia,"Hortalizas, frutas y otros frutos preparados o conservados","2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008930000,"Arándonos Rojos (Vaccinium Macrocarpon, Vaccinium oxicoccos, Vaccinium vitis-idaea), incluidas las mezclas, excepto las mezclas de la subpartida 2008.19",1,0
2022,Septiembre,Antioquia,"Hortalizas, frutas y otros frutos preparados o conservados","2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008999000,"Los demás frutos y partes comestibles de plantas, incluidas las mezclas, preparados o conservados de otro modo, incluso con adición de azúcar u otro edulcorante o alcohol, excepto las mezclas de la subpartida No. 2008.19.",2110,759
2022,Septiembre,Antioquia,Jugo de cítricos,"2009-Jugos de frutas u otro frutos( incluido el mosto de uva) o de hortalizas, sin fermentar.",2009391000,"Jugo de limón de la subpartida 0805.50.21, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante.",2,1
2022,Septiembre,Antioquia,Jugo de naranja,"2009-Jugos de frutas u otro frutos( incluido el mosto de uva) o de hortalizas, sin fermentar.",2009120000,"Jugo de naranja sin congelar, de valor brix inferior o igual a 20, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante.",10,11
2022,Septiembre,Antioquia,Jugos - mezclas,"2009-Jugos de frutas u otro frutos( incluido el mosto de uva) o de hortalizas, sin fermentar.",2009900000,"Mezcla de jugos, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante.",8,9
2022,Septiembre,Antioquia,Jugos y extractos vegetales,"1302-Jugos y extractos vegetales; materias pécticas, pectinatos y pectatos; agar-agar.",1302199900,Los demás jugos y extractos vegetales.,3,0
2022,Septiembre,Antioquia,Jugos y extractos vegetales,"1302-Jugos y extractos vegetales; materias pécticas, pectinatos y pectatos; agar-agar.",1302399000,"Demás mucílagos y espesativos derivados de los vegetales, incluso modificados.",3,2
2022,Septiembre,Antioquia,Leche y nata,"0402-Leche y nata (crema), concentradas, o con adición de azúcar u otro edulcolorante.",402211900,"Las demás leche y nata (crema) concentradas, en polvo, gránulos demás formas sólidas, sin adición de azúcar ni otro edulcorante, con un contenido de materias grasas superior o igual al 26% en peso, sobre producto seco.",506,92
2022,Septiembre,Antioquia,Licores de anis,2208-Alcohol etilico sin desnaturalizar con grado alcohólico volumétrico inferior al 80% vol.,2208701000,Licores de anís.,1542,586
2022,Septiembre,Antioquia,Lima,"0805-Agrios, (cítricos) frescos o secos.",805502200,"Lima Tahití (limón Tahití) (citrus latifolia), frescas o secas.",406,390
2022,Septiembre,Antioquia,Lulo,"0810-Las demás u otros frutos, frescos.",810909020,Lulo (naranjilla) (Solanum quitoense) frescos.-,1,0
2022,Septiembre,Antioquia,Maíz,"1104-Granos de cereales trabajados de otro modo (por ejemplo: mondados, aplastados en copos, perlado.",1104230000,"Granos trabajados (por ejemplo: mondados, perlados, troceados o quebrantados), de maíz.",7,11
2022,Septiembre,Antioquia,Mangos,"0804-Dátiles, higos, piñas tropicales (ananás), aguacates (paltas), guayabas, mangos y mangostanes.",804502000,Mangos y mangostanes frescos o secos.,0,0
2022,Septiembre,Antioquia,Mangos,"2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008993000,"Mangos preparados o conservados de otra forma, incluso con adición de azúcar  u otro edulcorante o alcohol.",318,167
2022,Septiembre,Antioquia,Maní,"2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008111000,"Manteca de maníes (cacahuetes, cacahuates).",19,3
2022,Septiembre,Antioquia,Maní,"2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008119000,"Los demás maníes (cacahuetes, cacahuates), preparados o conservados de otro modo.",228,64
2022,Septiembre,Antioquia,Margarina,"1517-Margarina, mezclas o preparaciones alimenticias de grasas o de aceites, animales o vegetales.",1517100000,"Margarina, excepto la margarina líquida.",41,26
2022,Septiembre,Antioquia,Melones y sandias,"0807-Melones, sandías y papayas frescos.",807110000,Sandías frescas.,8,9
2022,Septiembre,Antioquia,Melones y sandias,"0807-Melones, sandías y papayas frescos.",807190000,Melones frescos.,2,2
2022,Septiembre,Antioquia,Mezclas de frutos,"2008-Frutas y otros frutos y demás partes comestibles de plantas, preparados o conservados.",2008970000,"Mezclas de frutos y demás partes comestibles de plantas, con excepción de las mezclas de la subpartida 2008.19.",517,92
2022,Septiembre,Antioquia,Mezclas y pastas productos de panadería,"1901-Extracto de malta; preparaciones alimenticias de harina, sémola, almidón, fécula.",1901200000,"Mezclas y pastas para la preparación de productos de panadería, pasteleria o galletería, de la partida 19.05.",60,34
2022,Septiembre,Antioquia,Miel,0409-Miel Natural,409009000,La demás mieles naturales.,3,0
2022,Septiembre,Antioquia,Mostaza,"2103-Preparaciones para salsas y salsas preparadas; condimentos y sazonadores, compuestos.",2103302000,Mostaza preparada.,1,1
2022,Septiembre,Antioquia,Musgos y líquenes,"0604-Follaje, hojas, ramas y demás partes de plantas, sin flores ni capullos y hierbas, musgos.",604200000,"FOLLAJE, HOJAS, RAMAS Y DEMÁS PARTES DE PLANTAS SIN FLORES NI CAPULLOS, Y HIERBAS, MUSGOS Y LINQUENES PARA RAMOS O ADORNADOS FRESCOS",717,101
2022,Septiembre,Antioquia,Musgos y líquenes,"0604-Follaje, hojas, ramas y demás partes de plantas, sin flores ni capullos y hierbas, musgos.",604900000,"LOS DEMÁS FOLLAJES, HOJAS, RAMAS Y DEMÁS PARTES DE PLANTAS, SIN FLORES NI CAPULLOS Y HIERBAS, MUSGOS Y LINQUENES PARA RAMOS O ADORNOS, SECOS BLANQUEADOS O TEÑIDOS,IMPREGNADOS O PREPARADOS DE OTRA FORMA",2,0
2022,Septiembre,Antioquia,Naranjas,"0805-Agrios, (cítricos) frescos o secos.",805100000,Naranjas frescas o secas.,253,377
2022,Septiembre,Antioquia,No Aplica,"0603-Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos..",603199010,Hortensias (Hydrangea spp) frescas,7063,1831
2022,Septiembre,Antioquia,Otras especias,"0910-Jenjibre, azafrán, cúrcuma, tomillo, hojas de laurel, ""curry"" y demás especias.",910991000,Hojas de laurel,4,0
